wfs0_beta,wfs0_se,wfs0_adj_r,wfs0_bias,wfs0_mse,wfs0_rmse,coverage0,wfs1_beta,wfs1_se,wfs1_adj_r,wfs1_bias,wfs1_mse,wfs1_rmse,coverage1,true_beta
0.13100443372053458,1.1943224633466063,-0.02015766772117722,0.13100443372053458,1.2416726687655195,1.1143036699057935,100,0.3206925040802733,1.454706091967013,-0.019397109106221055,0.3206925040802733,1.24074696397001,1.1138882187948709,100,0
-0.31079881265476794,0.4333312397746817,-0.00980681937777228,-0.31079881265476794,0.5416982291317988,0.7360015143542836,100,-0.23516692111374193,0.4490051790024918,-0.014727447061185783,-0.23516692111374193,0.5443378382641321,0.7377925441912055,100,0
0.4856341236130645,0.9327796798845888,-0.014794552651998583,0.4856341236130645,1.1867811063367193,1.0893948349137328,100,0.3713301156598486,1.0381605292061045,-0.017750886873192373,0.3713301156598486,1.1902384776721886,1.090980512049683,100,0
1.054417915357966,0.8680279492328475,0.009421673446538326,1.054417915357966,0.8964940608151455,0.946833702830199,100,0.40133210142999104,0.9890632525903871,-0.016990882636847227,0.40133210142999104,0.9203979753517051,0.9593737412248186,100,0
-1.3024378591506516,1.0730511616740275,0.009376035089391443,-1.3024378591506516,1.130878405492325,1.0634276681995467,100,-2.027033013763054,1.3540156340409484,0.02422207397434295,-2.027033013763054,1.1139304359531406,1.0554290293303197,100,0
-1.1483567349350945,0.8770849909712567,0.014083515536385094,-1.1483567349350945,1.1564838484657578,1.0753993902107988,100,-1.229676237424076,0.9397975974483733,0.014040769942957554,-1.229676237424076,1.1565339892121305,1.0754227025742624,100,0
0.5874211134953549,0.5821722764197367,3.6213262471307406e-4,0.5874211134953549,0.8816724502025963,0.9389741477818206,100,0.5295160304384228,0.6014558033873711,-0.004518573798028003,0.5295160304384228,0.8859771934810361,0.9412636152964993,100,0
-0.7056774160815609,0.6277039982775992,0.005249709222627907,-0.7056774160815609,0.7316009761727629,0.8553367618504204,54.90196078431373,-0.989777292507001,0.683883624086752,0.02142388171546583,-0.989777292507001,0.7197054879339008,0.8483545767742995,64.70588235294117,0
0.03800758703571488,0.6919375476688888,-0.02034533458981147,0.03800758703571488,1.0615976469721966,1.0303386079208119,100,-0.2548483319529048,0.7069384652156672,-0.01770900777426765,-0.2548483319529048,1.0588547341081356,1.0290066735002916,100,0
0.5470517122491342,0.696089751389893,-0.007706394028275554,0.5470517122491342,0.8476446457465646,0.9206761894100252,100,0.607000657666178,0.7529796919739099,-0.007052428138480948,0.607000657666178,0.8470945542831483,0.9203773977467875,100,0
0.2660916915046923,0.975860383831151,-0.018862173508901403,0.2660916915046923,1.3108291685365379,1.1449144808834142,100,-0.11916862820491296,1.049826409128169,-0.020139905347459797,-0.11916862820491296,1.3124730495315324,1.1456321615298395,100,0
-0.3572483097069927,0.8058384770620445,-0.016331697910394682,-0.3572483097069927,1.0517603263613198,1.0255536682013866,100,-0.2304266269774069,0.9045245208567562,-0.019058493035396307,-0.2304266269774069,1.0545821757009486,1.026928515380184,100,0
0.739106237012962,0.6368805454761816,0.0068878966804044595,0.739106237012962,0.9505726562575183,0.9749731566856178,100,0.6891002763268412,0.6798806378298289,5.458066589386634e-4,0.6891002763268412,0.9566430861090705,0.9780813289850034,100,0
0.253941800940969,0.9079092675894813,-0.018781609180716474,0.253941800940969,1.0529167590349988,1.0261173222565725,100,0.31835592543379027,1.019959798111886,-0.018383396532531515,0.31835592543379027,1.0525052039311813,1.025916762671895,100,0
-0.6544075402497208,0.6963127382207347,-0.002340290771127407,-0.6544075402497208,0.8684383055640381,0.9319003731966407,100,-0.5330503593962783,0.7434324320509128,-0.009813224558816502,-0.5330503593962783,0.8749129350046846,0.9353678073382067,100,0
1.0335467405659775,0.8339996553786111,0.010601958210788798,1.0335467405659775,0.97326684091563,0.9865428733286912,100,1.5818639897296796,0.9136947239644055,0.03841235410500421,1.5818639897296796,0.9459098672676648,0.9725789773934376,100,0
-0.8708341468625321,0.8336769804369195,0.001819223284960203,-0.8708341468625321,0.9742296634509243,0.9870307307530624,100,-0.9302142079133214,0.998207788010074,-0.0026387762694652928,-0.9302142079133214,0.9785806943532275,0.9892323763167213,100,0
-2.0865926520956273,1.1518298963071796,0.043642390901657,-2.0865926520956273,1.3748764736367358,1.1725512669545566,100,-2.7935589727117076,1.3818790245964434,0.058144987882326804,-2.7935589727117076,1.3540272858374593,1.1636267811620096,100,0
0.238329980307064,0.5979612578365965,-0.017110673983143698,0.238329980307064,0.9288581005907565,0.9637728469876895,100,0.2578834592931915,0.613510659037961,-0.01674195262721767,0.2578834592931915,0.9285213724184214,0.9635981384469469,100,0
-0.029607219901042522,0.6129113829208037,-0.02035957212986461,-0.029607219901042522,0.7607056318500736,0.8721844024345273,100,-0.19621257711245796,0.6473213757912833,-0.01849840648428036,-0.19621257711245796,0.7593180825712967,0.8713885944693658,100,0
-0.38687762882021903,0.7444441764994533,-0.01481479170843869,-0.38687762882021903,0.9751725098834738,0.9875082328180732,100,-0.18164115764535077,0.8243448201745854,-0.019398077093766286,-0.18164115764535077,0.9795767558101592,0.9897356999776048,100,0
-0.5647141497841752,1.2299920116770826,-0.016037308929153893,-0.5647141497841752,1.2349075733097474,1.111263953032648,100,-1.24026203154836,1.570981553113581,-0.007591553400364548,-1.24026203154836,1.2246424704703478,1.1066356538944278,100,0
0.21702409089411784,0.8222746773311882,-0.018959581757395316,0.21702409089411784,1.1945208179406823,1.0929413607054508,100,0.2821161259449927,0.8954955255376295,-0.018345501341721304,0.2821161259449927,1.1938009347838376,1.0926119781440424,100,0
-1.1186271118456346,1.172750450341123,-0.001806691246575065,-1.1186271118456346,1.7049350071112979,1.3057315984195594,100,-1.959395716865589,1.3841556167757845,0.01968266886158543,-1.959395716865589,1.6683631188927894,1.291651314748988,100,0
-0.8434451515677999,0.7906482833870314,0.002752651735071665,-0.8434451515677999,0.9190949692821044,0.9586944087049347,78.43137254901961,-1.0837546275001753,0.8718093198581288,0.010788767841216074,-1.0837546275001753,0.9116886283190777,0.9548238729310645,68.62745098039215,0
-0.346505027640586,0.7287499726557003,-0.015721749285991127,-0.346505027640586,0.92932789142205,0.9640165410520973,100,-0.4706783438616619,0.8283753487792048,-0.013729033130783996,-0.4706783438616619,0.9275046689656801,0.9630704382160632,100,0
